"taxon","taxon.id","P25","WS64","WhitmoreFull","WhitmoreSmall","type","cf"
"Erica scoparia",5632,"NA","Ericaceae","ERICACEX","ERICACEX","NA","NA"
"Falcaria vulgaris",5633,"NA","Minor Forbs","NA","NA","NA","NA"
"Fraxinus/Phillyrea",5634,"NA","NA","NA","NA","NA","NA"
"Fumana ericoides",5635,"NA","NA","NA","NA","NA","NA"
"Halimium halimifolium-type",5636,"NA","NA","NA","NA","NA","NA"
"Halimium lasianthum-type",5637,"NA","NA","NA","NA","NA","NA"
"Helianthemum croceum-type",5638,"NA","NA","NA","NA","NA","NA"
"Heliotropium europaeum",5639,"NA","NA","BORAGINACEAE","BORAGINACEAE","NA","NA"
"Pollen accumulation rate",5640,"NA","NA","NA","NA","NA","NA"
"Levisticum officinale-type",5641,"NA","Minor Forbs","NA","NA","NA","NA"
"Ludwigia palustris",5642,"NA","NA","ONAGRACEAE","ONAGRACEAE","NA","NA"
"Neatostema apulum",5643,"NA","NA","BORAGINACEAE","BORAGINACEAE","NA","NA"
"Oryza-type",5644,"Poaceae","Poaceae","POACEAE","POACEAE","NA","NA"
"Parentucellia-type",5645,"NA","NA","SCROPHUL","SCROPHUL","NA","NA"
"Pinus pinea-type",5646,"Pinus","Pinus diploxylon","PINUSX","PINUSX","NA","NA"
"Gnaphalium luteo-alba-type",5647,"Prairie Forbs","Asteraceae","ASTERX","ASTERX","NA","NA"
"Reseda media-type",5649,"NA","NA","NA","NA","NA","NA"
"Rheum officinale",5650,"NA","NA","POLYGONAX","POLYGONAX","NA","NA"
"Ribes-type",5651,"NA","NA","NA","NA","NA","NA"
"Selaginella denticulata-type",5652,"NA","NA","SELAGINE","SELAGINE","NA","NA"
"Sesamoides purpurascens-type",5653,"NA","NA","NA","NA","NA","NA"
"Thorella verticillatinundata-type",5655,"NA","Minor Forbs","NA","NA","NA","NA"
"Torilis nodosa-type",5656,"NA","Minor Forbs","NA","NA","NA","NA"
"Trachystemon orientalis-type",5657,"NA","NA","BORAGINACEAE","BORAGINACEAE","NA","NA"
"Trientalis-type",5658,"NA","NA","NA","NA","NA","NA"
"Humulus/Urtica",5659,"NA","NA","URTICACX","URTICACX","NA","NA"
"Peucedanum palustre",5660,"NA","Minor Forbs","NA","NA","NA","NA"
"Alsophila undiff.",5661,"NA","NA","POLYPOD","POLYPOD","NA","NA"
"Potamogetonaceae undiff.",5662,"NA","NA","NA","NA","NA","NA"
"Potamogeton/Triglochin",5663,"NA","NA","NA","NA","NA","NA"
"Potamogetonaceae/Juncaginaceae",5664,"NA","NA","NA","NA","NA","NA"
"Potamogetonaceae-type",5665,"NA","NA","NA","NA","NA","NA"
"Arctium lappa",5666,"Prairie Forbs","Asteraceae","ASTERX","ASTERX","NA","NA"
"Carya tomentosa",5667,"Carya","Carya","JUGLANSX","JUGLANSX","NA","NA"
"Carya tomentosa-type",5668,"Carya","Carya","JUGLANSX","JUGLANSX","NA","NA"
"Carya glabra-type",5669,"Carya","Carya","JUGLANSX","JUGLANSX","NA","NA"
"Haplophyllum-type",5670,"NA","NA","NA","NA","NA","NA"
"Helleborus-type",5671,"NA","NA","RANUNCUL","RANUNCUL","NA","NA"
"Campanulaceae subf. Lobelioideae",5672,"NA","NA","CAMPANULACEA","CAMPANULACEA","NA","NA"
"Phyteuma",5674,"NA","NA","CAMPANULACEA","CAMPANULACEA","NA","NA"
"Hyoscyamus niger",5675,"NA","NA","NA","NA","NA","NA"
"Hypericaceae",5676,"NA","NA","NA","NA","NA","NA"
"Reynoutria",5678,"NA","NA","POLYGONAX","POLYGONAX","NA","NA"
"cf. Pterocarya",5679,"NA","NA","NA","NA","NA","NA"
"Betula dahurica",5680,"Betula","Betula","BETULA","BETULA","NA","NA"
"Pinus koraiensis",5681,"Pinus","Pinus haploxylon","PINUSX","PINUSX","NA","NA"
"Huperzia selago undiff.",5682,"NA","NA","NA","NA","NA","NA"
"Huperzia selago subsp. arctica-type",5685,"NA","NA","NA","NA","NA","NA"
"Betula ermanii",5686,"Betula","Betula","BETULA","BETULA","NA","NA"
"Betula schmidtii",5688,"Betula","Betula","BETULA","BETULA","NA","NA"
"Carpinus cordata",5689,"Ostrya/Carpinus","Ostrya/Carpinus","OSTRYCAR","OSTRYCAR","NA","NA"
"Coniogramme",5690,"NA","NA","POLYPOD","POLYPOD","NA","NA"
"Phellodendron",5691,"NA","NA","NA","NA","NA","NA"
"Quercus dentata",5692,"Quercus","Quercus","QUERCUS","QUERCUS","NA","NA"
"Quercus mongolica",5693,"Quercus","Quercus","QUERCUS","QUERCUS","NA","NA"
"Bistorta elliptica",5694,"NA","NA","POLYGONAX","POLYGONAX","NA","NA"
"Salix polaris",5695,"Salix","Salix","SALIX","SALIX","NA","NA"
"Lycopodium annotinum subsp. annotinum",5696,"NA","Total Lycopodium","LYCOPODX","LYCOPODX","NA","NA"
"Valerianaceae undiff.",5697,"NA","NA","NA","NA","NA","NA"
"Huperzia selago subsp. selago",5698,"NA","NA","NA","NA","NA","NA"
"Pinus subsect. Cembrae undiff.",5699,"Pinus","Pinus haploxylon","PINUSX","PINUSX","NA","NA"
"Betula ovalifolia",5700,"Betula","Betula","BETULA","BETULA","NA","NA"
"Dicranaceae",5701,"NA","NA","NA","NA","NA","NA"
"Juglandaceae undiff.",5704,"NA","NA","JUGLANSX","JUGLANSX","NA","NA"
"Artemisia sacrorum",5706,"Prairie Forbs","Artemisia","ARTEMISIA","ARTEMISIA","NA","NA"
"Artemisia tanacetifolia",5708,"Prairie Forbs","Artemisia","ARTEMISIA","ARTEMISIA","NA","NA"
"Artemisia tilesii",5709,"Prairie Forbs","Artemisia","ARTEMISIA","ARTEMISIA","NA","NA"
"Equisetum sylvaticum",5710,"NA","NA","EQUISETU","EQUISETU","NA","NA"
"Equisetum undiff.",5711,"NA","NA","EQUISETU","EQUISETU","NA","NA"
"Bistorta undiff.",5712,"NA","NA","POLYGONAX","POLYGONAX","NA","NA"
"Fraxinus mandshurica",5713,"Fraxinus","Total Fraxinus (sum of nigra/penn/undiff)","FRAXINUX","FRAXINUX","NA","NA"
"Fraxinus chinensis subsp. rhynchophylla",5714,"Fraxinus","Total Fraxinus (sum of nigra/penn/undiff)","FRAXINUX","FRAXINUX","NA","NA"
"Tilia amurensis",5716,"Tilia","Tilia","TILIA","TILIA","NA","NA"
"Tilia mandshurica",5717,"Tilia","Tilia","TILIA","TILIA","NA","NA"
"Viburnum burejaeticum",5718,"NA","NA","NA","NA","NA","NA"
"Viburnum sargentii",5719,"NA","NA","NA","NA","NA","NA"
"Pulsatilla dahurica",5720,"NA","NA","RANUNCUL","RANUNCUL","NA","NA"
"Huperzia petrovii",5722,"NA","NA","NA","NA","NA","NA"
"Typha orientalis",5723,"NA","NA","NA","NA","NA","NA"
"Glyptostrobus",5724,"Cupressaceae/Taxaceae","Cupressaceae","CUPRESSA","CUPRESSA","NA","NA"
"Pinus protocembra",5725,"Pinus","Pinus haploxylon","PINUSX","PINUSX","NA","NA"
"Juglans mandshurica",5726,"Juglans","Juglans","JUGLANSX","JUGLANSX","NA","NA"
"Artemisia jacutica",5727,"Prairie Forbs","Artemisia","ARTEMISIA","ARTEMISIA","NA","NA"
"Phellodendron amurense",5728,"NA","NA","NA","NA","NA","NA"
"Ovoidites",5729,"NA","NA","NA","NA","NA","NA"
"Polygonum czukavinae",5730,"NA","NA","POLYGONMX","POLYGONAX","NA","NA"
"Sphagnum palustre",5731,"NA","Sphagnum","SPHAGNUM","SPHAGNUM","NA","NA"
"Sphagnum undiff.",5732,"NA","Sphagnum","SPHAGNUM","SPHAGNUM","NA","NA"
"Artemisia macrantha",5733,"Prairie Forbs","Artemisia","ARTEMISIA","ARTEMISIA","NA","NA"
"Betula nana subsp. nana",5734,"Betula","Betula","BETULA","BETULA","NA","NA"
"Betula (large)",5735,"Betula","Betula","BETULA","BETULA","NA","NA"
"Betula (small)",5736,"Betula","Betula","BETULA","BETULA","NA","NA"
"Betula (tetraporate)",5737,"Betula","Betula","BETULA","BETULA","NA","NA"
"Betula (>25 µm)",5739,"Betula","Betula","BETULA","BETULA","NA","NA"
"Betula (20-25 µm)",5740,"Betula","Betula","BETULA","BETULA","NA","NA"
"Holodiscus-type",5742,"NA","Rosaceae","ROSACEAX","ROSACEAX","NA","NA"
"Pedicularis contorta-type",5743,"NA","NA","PEDICULARI","SCROPHUL","NA","NA"
"Pedicularis groenlandica-type",5744,"NA","NA","PEDICULARI","SCROPHUL","NA","NA"
"Ribes montigenum",5745,"NA","NA","NA","NA","NA","NA"
"Ribes lacustre",5746,"NA","NA","NA","NA","NA","NA"
"Dasylirion",5748,"NA","NA","NA","NA","NA","NA"
"Ribes undiff.",5749,"NA","NA","NA","NA","NA","NA"
"Ailanthus",5750,"NA","NA","NA","NA","NA","NA"
"Simaroubaceae",5751,"NA","NA","NA","NA","NA","NA"
"cf. Heteranthera",5752,"NA","NA","NA","NA","NA","NA"
"cf. Opuntia",5753,"NA","NA","NA","NA","NA","NA"
"cf. Verbascum",5754,"NA","NA","NA","NA","NA","NA"
"cf. Arisaema",5755,"NA","NA","NA","NA","NA","NA"
"cf. Podophyllum",5756,"NA","NA","NA","NA","NA","NA"
"Prunus/Pyrus",5757,"NA","Rosaceae","ROSACEAX","ROSACEAX","NA","NA"
"Tradescantia",5758,"NA","NA","NA","NA","NA","NA"
"cf. Rubiaceae",5759,"NA","NA","RUBIACEAE","RUBIACEAE","NA","NA"
"cf. Selaginella",5760,"NA","NA","SELAGINE","SELAGINE","NA","NA"
"cf. Zamia",5761,"NA","NA","NA","NA","NA","NA"
"Annona",5762,"NA","NA","MAGNOLIACE","MAGNOLIACE","NA","NA"
"Waltheria",5763,"NA","Minor Forbs","MALVACEAE","MALVACEAE","NA","NA"
"Pteris bahamensis",5764,"NA","NA","POLYPOD","POLYPOD","NA","NA"
"Ficus/Celtis",5765,"NA","NA","URTICACX","URTICACX","NA","NA"
"cf. Acanthaceae",5766,"NA","NA","NA","NA","NA","NA"
"cf. Coccoloba",5767,"NA","NA","NA","NA","NA","NA"
"Sophora",5768,"NA","NA","FABACEAE","FABACEAE","NA","NA"
"Unknown (tetracolporate)",5769,"NA","NA","NA","NA","NA","NA"
"Unknown (tetrad, triporate)",5770,"NA","NA","NA","NA","NA","NA"
"Unknown (stephanocolpate)",5771,"NA","NA","NA","NA","NA","NA"
"Sabal palmetto",5772,"NA","NA","ARECACEAE","ARECACEAE","NA","NA"
"Pinus monticola",5773,"Pinus","Pinus haploxylon","PINUSX","PINUSX","NA","NA"
"cf. Descurainia",5774,"NA","NA","NA","NA","NA","NA"
"Valeriana sitchensis",5775,"NA","NA","NA","NA","NA","NA"
"Betula glandulosa",5776,"Betula","Betula","BETULA","BETULA","NA","NA"
"Betula glandulosa-type",5777,"Betula","Betula","BETULA","BETULA","NA","NA"
"Polypodiophyta (monolete, psilate)",5778,"NA","NA","POLYPOD","POLYPOD","NA","NA"
"Symphoricarpos albus",5779,"NA","NA","CAPRIFOLIA","CAPRIFOLIA","NA","NA"
"Lycopodium clavatum/Diphasiastrum complanatum",5780,"NA","NA","LYCOPODX","LYCOPODX","NA","NA"
"Menispermum",5781,"NA","NA","RANUNCUL","RANUNCUL","NA","NA"
"Bulk density",5782,"NA","NA","NA","NA","NA","NA"
"Loss-on-ignition",5783,"NA","NA","NA","NA","NA","NA"
"Aesculus hippocastanum",5798,"NA","NA","NA","NA","NA","NA"
"Paris",5799,"NA","NA","LILIACEAE","LILIACEAE","NA","NA"
"Hamamelis virginiana",5800,"NA","NA","NA","NA","NA","NA"
"Trochiscia",5801,"NA","NA","NA","NA","NA","NA"
"Hamamelis",5802,"NA","NA","NA","NA","NA","NA"
"Sisymbrium",5803,"NA","Brassicaceae","BRASSICACEAE","BRASSICACEAE","NA","NA"
"Plantago major/P. media-type",5804,"NA","Plantaginaceae","PLANTAGINX","PLANTAGINX","NA","NA"
"Rosaceae cf. Malus",5807,"NA","Rosaceae","ROSACEAX","ROSACEAX","NA","NA"
"Humulus lupulus-type",5808,"NA","NA","URTICACX","URTICACX","NA","NA"
"Pyrola-type",5810,"NA","Ericaceae","ERICACEX","ERICACEX","NA","NA"
"Papaveraceae undiff.",5811,"NA","Papaveraceae","RANUNCUL","RANUNCUL","NA","NA"
"Rumex acetosa/R. acetosella",5812,"NA","NA","RUMEX","RUMEOXYR","NA","NA"
"Cirsium cf. C. acaule",5813,"Prairie Forbs","Asteraceae","ASTERX","ASTERX","NA","NA"
"Pulsatilla vulgaris-type",5814,"NA","NA","RANUNCUL","RANUNCUL","NA","NA"
"Trifolium spadiceum-type",5815,"NA","NA","FABACEAE","FABACEAE","NA","NA"
"Ranunculus ficaria-type",5816,"NA","NA","RANUNCUL","RANUNCUL","NA","NA"
"Veronica cf. V. chamaedrys",5817,"NA","NA","SCROPHUL","SCROPHUL","NA","NA"
"Veronica officinalis",5818,"NA","NA","SCROPHUL","SCROPHUL","NA","NA"
"Oenanthe fistulosa-type",5819,"NA","Minor Forbs","NA","NA","NA","NA"
"Cirsium cf. C. oleraceum",5820,"Prairie Forbs","Asteraceae","ASTERX","ASTERX","NA","NA"
"Asteraceae cf. Carduus",5821,"Prairie Forbs","Asteraceae","ASTERX","ASTERX","NA","NA"
"cf. Cuscuta europaea",5822,"NA","NA","NA","NA","NA","NA"
"Cannabis-type",5823,"NA","NA","URTICACX","URTICACX","NA","NA"
"Amphibia",5824,"NA","NA","NA","NA","NA","NA"
"Artiodactyla",5825,"NA","NA","NA","NA","NA","NA"
"Alces alces",5826,"NA","NA","NA","NA","NA","NA"
"Alces sp.",5827,"NA","NA","NA","NA","NA","NA"
"Alilepus sp.",5828,"NA","NA","NA","NA","NA","NA"
"Alilepus vagus",5829,"NA","NA","NA","NA","NA","NA"
"Alilepus wilsoni",5830,"NA","NA","NA","NA","NA","NA"
"Allophaiomys pliocaenicus",5831,"NA","NA","NA","NA","NA","NA"
"Allophaiomys",5832,"NA","NA","NA","NA","NA","NA"
"Alopex lagopus",5833,"NA","NA","NA","NA","NA","NA"
"Alopex sp.",5834,"NA","NA","NA","NA","NA","NA"
"Ammospermophilus harrisii",5835,"NA","NA","NA","NA","NA","NA"
"Ammospermophilus interpres",5836,"NA","NA","NA","NA","NA","NA"
"Ammospermophilus leucurus",5837,"NA","NA","NA","NA","NA","NA"
"Ammospermophilus nelsoni",5838,"NA","NA","NA","NA","NA","NA"
"Ammospermophilus sp.",5839,"NA","NA","NA","NA","NA","NA"
"Antilocapra americana",5840,"NA","NA","NA","NA","NA","NA"
"Antilocapra sp.",5841,"NA","NA","NA","NA","NA","NA"
"Antilocapridae",5842,"NA","NA","NA","NA","NA","NA"
"Antrozous pallidus",5843,"NA","NA","NA","NA","NA","NA"
"Antrozous sp.",5844,"NA","NA","NA","NA","NA","NA"
"Anzanycteris anzensis",5845,"NA","NA","NA","NA","NA","NA"
"Aplodontia rufa",5846,"NA","NA","NA","NA","NA","NA"
"Aplodontia sp.",5847,"NA","NA","NA","NA","NA","NA"
"Aplodontiidae",5848,"NA","NA","NA","NA","NA","NA"
"Arctodus sp.",5849,"NA","NA","NA","NA","NA","NA"
"Arctodus pristinus",5850,"NA","NA","NA","NA","NA","NA"
"Arctodus simus",5851,"NA","NA","NA","NA","NA","NA"
"Arctocephalus townsendi",5852,"NA","NA","NA","NA","NA","NA"
"Atopomys salvelinus",5853,"NA","NA","NA","NA","NA","NA"
"Atopomys texensis",5854,"NA","NA","NA","NA","NA","NA"
"Aztlanolagus agilis",5855,"NA","NA","NA","NA","NA","NA"
"Aves",5856,"NA","NA","NA","NA","NA","NA"
"Baiomys sp.",5857,"NA","NA","NA","NA","NA","NA"
"Baiomys taylori",5858,"NA","NA","NA","NA","NA","NA"
"Balaena mysticeyus",5859,"NA","NA","NA","NA","NA","NA"
"Bassariscidae",5860,"NA","NA","NA","NA","NA","NA"
"Bassariscus astutus",5861,"NA","NA","NA","NA","NA","NA"
"Bassariscus casei",5862,"NA","NA","NA","NA","NA","NA"
"Bassariscus sonoitensis",5863,"NA","NA","NA","NA","NA","NA"
"Bassariscus sp.",5864,"NA","NA","NA","NA","NA","NA"
"Bison alleni",5865,"NA","NA","NA","NA","NA","NA"
"Bison antiquus",5866,"NA","NA","NA","NA","NA","NA"
"Bison antiquus/B. occidentalis",5867,"NA","NA","NA","NA","NA","NA"
"Bison bison",5868,"NA","NA","NA","NA","NA","NA"
"Bison chaneyi",5869,"NA","NA","NA","NA","NA","NA"
"Bison latifrons",5870,"NA","NA","NA","NA","NA","NA"
"Bison occidentalis",5871,"NA","NA","NA","NA","NA","NA"
"Bison priscus",5872,"NA","NA","NA","NA","NA","NA"
"Bison taylori",5873,"NA","NA","NA","NA","NA","NA"
"Bison sp.",5874,"NA","NA","NA","NA","NA","NA"
"Blarina brevicauda",5875,"NA","NA","NA","NA","NA","NA"
"Blarina carolinensis",5876,"NA","NA","NA","NA","NA","NA"
"Blarina hylophaga",5877,"NA","NA","NA","NA","NA","NA"
"Blarina kirtlandi",5878,"NA","NA","NA","NA","NA","NA"
"Blarina sp.",5879,"NA","NA","NA","NA","NA","NA"
"Blarina telmalestes",5880,"NA","NA","NA","NA","NA","NA"
"Blastocerus extraneus",5881,"NA","NA","NA","NA","NA","NA"
"Bootherium bombifrons",5882,"NA","NA","NA","NA","NA","NA"
"Bootherium sp.",5883,"NA","NA","NA","NA","NA","NA"
"Bos taurus",5884,"NA","NA","NA","NA","NA","NA"
"Bovidae",5885,"NA","NA","NA","NA","NA","NA"
"Boreostracon sp.",5886,"NA","NA","NA","NA","NA","NA"
"Boreostracon floridanus",5887,"NA","NA","NA","NA","NA","NA"
"Borophagus diversidens",5888,"NA","NA","NA","NA","NA","NA"
"Borophagus sp.",5889,"NA","NA","NA","NA","NA","NA"
"Brachylagus idahoensis",5890,"NA","NA","NA","NA","NA","NA"
"Brachyprotoma sp.",5891,"NA","NA","NA","NA","NA","NA"
"Brachyprotoma brevimala",5892,"NA","NA","NA","NA","NA","NA"
"Brachyprotoma obtusata",5893,"NA","NA","NA","NA","NA","NA"
"Breameryx minor",5894,"NA","NA","NA","NA","NA","NA"
"Breameryx sp.",5895,"NA","NA","NA","NA","NA","NA"
"Buisnictis breviramus",5896,"NA","NA","NA","NA","NA","NA"
"Carnivora",5897,"NA","NA","NA","NA","NA","NA"
"Cetacea",5898,"NA","NA","NA","NA","NA","NA"
"Chiroptera",5899,"NA","NA","NA","NA","NA","NA"
"Calomys sp.",5900,"NA","NA","NA","NA","NA","NA"
"Callorhinus ursinus",5901,"NA","NA","NA","NA","NA","NA"
"Camelidae",5902,"NA","NA","NA","NA","NA","NA"
"Camelops hesternus",5903,"NA","NA","NA","NA","NA","NA"
"Camelops huerfanensis",5904,"NA","NA","NA","NA","NA","NA"
"Camelops kansanus",5905,"NA","NA","NA","NA","NA","NA"
"Camelops minidokae",5906,"NA","NA","NA","NA","NA","NA"
"Camelops sulcatus",5907,"NA","NA","NA","NA","NA","NA"
"Camelops sp.",5908,"NA","NA","NA","NA","NA","NA"
"Camelops traviswhitei",5909,"NA","NA","NA","NA","NA","NA"
"Canidae",5910,"NA","NA","NA","NA","NA","NA"
"Canis armbrusteri",5911,"NA","NA","NA","NA","NA","NA"
"Canis dirus",5912,"NA","NA","NA","NA","NA","NA"
"Canis edwardii",5913,"NA","NA","NA","NA","NA","NA"
"Canis familiaris",5914,"NA","NA","NA","NA","NA","NA"
"Canis latrans",5915,"NA","NA","NA","NA","NA","NA"
"Canis lepophagus",5916,"NA","NA","NA","NA","NA","NA"
"Canis lupus",5917,"NA","NA","NA","NA","NA","NA"
"Canis priscolatrans",5918,"NA","NA","NA","NA","NA","NA"
"Canis rufus",5919,"NA","NA","NA","NA","NA","NA"
"Canis sp.",5920,"NA","NA","NA","NA","NA","NA"
"Capra hircus",5921,"NA","NA","NA","NA","NA","NA"
"Capromeryx furcifer",5922,"NA","NA","NA","NA","NA","NA"
"Capromeryx mexicanus",5923,"NA","NA","NA","NA","NA","NA"
"Capromeryx minor",5924,"NA","NA","NA","NA","NA","NA"
"Capromeryx tauntonensis",5925,"NA","NA","NA","NA","NA","NA"
"Capromeryx sp.",5926,"NA","NA","NA","NA","NA","NA"
"Castor californicus",5927,"NA","NA","NA","NA","NA","NA"
"Castor canadensis",5928,"NA","NA","NA","NA","NA","NA"
"Castor sp.",5929,"NA","NA","NA","NA","NA","NA"
"Castoridae",5930,"NA","NA","NA","NA","NA","NA"
"Castoroides leiseyorum",5931,"NA","NA","NA","NA","NA","NA"
"Castoroides ohioensis",5932,"NA","NA","NA","NA","NA","NA"
"Cervalces scotti",5933,"NA","NA","NA","NA","NA","NA"
"Cervalces sp.",5934,"NA","NA","NA","NA","NA","NA"
"Cervidae",5935,"NA","NA","NA","NA","NA","NA"
"Cervus canadensis",5936,"NA","NA","NA","NA","NA","NA"
"Cervus elaphus",5937,"NA","NA","NA","NA","NA","NA"
"Cervus nannodes",5938,"NA","NA","NA","NA","NA","NA"
"Cervus sp.",5939,"NA","NA","NA","NA","NA","NA"
"Chlamytherium septentrionale",5940,"NA","NA","NA","NA","NA","NA"
"Choeronycteris mexicana",5941,"NA","NA","NA","NA","NA","NA"
"Choeronycteris sp.",5942,"NA","NA","NA","NA","NA","NA"
"Clethrionomys californicus",5943,"NA","NA","NA","NA","NA","NA"
"Clethrionomys gapperi",5944,"NA","NA","NA","NA","NA","NA"
"Clethrionomys rutilus",5945,"NA","NA","NA","NA","NA","NA"
"Clethrionomys sp.",5946,"NA","NA","NA","NA","NA","NA"
"Condylura cristata",5947,"NA","NA","NA","NA","NA","NA"
"Condylura sp.",5948,"NA","NA","NA","NA","NA","NA"
"Conepatus leuconotus",5949,"NA","NA","NA","NA","NA","NA"
"Conepatus mesoleucus",5950,"NA","NA","NA","NA","NA","NA"
"Conepatus sp.",5951,"NA","NA","NA","NA","NA","NA"
"Cratogeomys sp.",5952,"NA","NA","NA","NA","NA","NA"
"Cricetidae",5953,"NA","NA","NA","NA","NA","NA"
"Cryptotis parva",5954,"NA","NA","NA","NA","NA","NA"
"Cryptotis sp.",5955,"NA","NA","NA","NA","NA","NA"
"Cuon alpinus",5956,"NA","NA","NA","NA","NA","NA"
"Cuvieronius bensonensis",5957,"NA","NA","NA","NA","NA","NA"
"Cuvieronius tropicus",5958,"NA","NA","NA","NA","NA","NA"
"Cuvieronius sp.",5959,"NA","NA","NA","NA","NA","NA"
"Cynomys gunnisoni",5960,"NA","NA","NA","NA","NA","NA"
"Cynomys leucurus",5961,"NA","NA","NA","NA","NA","NA"
"Cynomys ludovicianus",5962,"NA","NA","NA","NA","NA","NA"
"Cynomys sp.",5963,"NA","NA","NA","NA","NA","NA"
"Cynomys parvidens",5964,"NA","NA","NA","NA","NA","NA"
"Cystophora cristata",5965,"NA","NA","NA","NA","NA","NA"
"Dasypus bellus",5966,"NA","NA","NA","NA","NA","NA"
"Dasypus novemcinctus",5967,"NA","NA","NA","NA","NA","NA"
"Dasypus sp.",5968,"NA","NA","NA","NA","NA","NA"
"Desmodontidae",5969,"NA","NA","NA","NA","NA","NA"
"Delphinidae",5970,"NA","NA","NA","NA","NA","NA"
"Desmodus rotundus",5971,"NA","NA","NA","NA","NA","NA"
"Desmodus stocki",5972,"NA","NA","NA","NA","NA","NA"
"Desmodus sp.",5973,"NA","NA","NA","NA","NA","NA"
"Dicrostonyx groenlandicus",5974,"NA","NA","NA","NA","NA","NA"
"Dicrostonyx hudsonius",5975,"NA","NA","NA","NA","NA","NA"
"Dicrostonyx sp.",5976,"NA","NA","NA","NA","NA","NA"
"Dicrostonyx torquatus",5977,"NA","NA","NA","NA","NA","NA"
"Didelphidae",5978,"NA","NA","NA","NA","NA","NA"
"Didelphis sp.",5979,"NA","NA","NA","NA","NA","NA"
"Didelphis marsupialis",5980,"NA","NA","NA","NA","NA","NA"
"Didelphis virginiana",5981,"NA","NA","NA","NA","NA","NA"
"Dinobastis sp.",5982,"NA","NA","NA","NA","NA","NA"
"Dinohippus sp.",5983,"NA","NA","NA","NA","NA","NA"
"Dinofelis paleooncaa",5984,"NA","NA","NA","NA","NA","NA"
"Diphylla ecaudata",5985,"NA","NA","NA","NA","NA","NA"
"Diphylla sp.",5986,"NA","NA","NA","NA","NA","NA"
"Dipodomys agilis",5987,"NA","NA","NA","NA","NA","NA"
"Dipodomys californicus",5988,"NA","NA","NA","NA","NA","NA"
"Dipodomys compactus",5989,"NA","NA","NA","NA","NA","NA"
"Dipodomys deserti",5990,"NA","NA","NA","NA","NA","NA"
"Dipodomys elator",5991,"NA","NA","NA","NA","NA","NA"
"Dipodomys elephantinus",5992,"NA","NA","NA","NA","NA","NA"
"Dipodomys heermanni",5993,"NA","NA","NA","NA","NA","NA"
"Dipodomys hibbardi",5994,"NA","NA","NA","NA","NA","NA"
"Dipodomys ingens",5995,"NA","NA","NA","NA","NA","NA"
"Dipodomys merriami",5996,"NA","NA","NA","NA","NA","NA"
"Dipodomys microps",5997,"NA","NA","NA","NA","NA","NA"
"Dipodomys minor",5998,"NA","NA","NA","NA","NA","NA"
"Dipodomys nitratoides",5999,"NA","NA","NA","NA","NA","NA"
"Dipodomys ordii",6000,"NA","NA","NA","NA","NA","NA"
"Dipodomys panamintinus",6001,"NA","NA","NA","NA","NA","NA"
"Dipodomys sp.",6002,"NA","NA","NA","NA","NA","NA"
"Dipodomys deserti/D. spectabilis",6003,"NA","NA","NA","NA","NA","NA"
"Dipodomys spectabilis",6004,"NA","NA","NA","NA","NA","NA"
"Dipodomys stephensi",6005,"NA","NA","NA","NA","NA","NA"
"Dipodomys venustus",6006,"NA","NA","NA","NA","NA","NA"
"Dugongidae",6007,"NA","NA","NA","NA","NA","NA"
"Edentata",6008,"NA","NA","NA","NA","NA","NA"
"Elephantidae",6009,"NA","NA","NA","NA","NA","NA"
"Enhydra lutris",6010,"NA","NA","NA","NA","NA","NA"
"Enhydra sp.",6011,"NA","NA","NA","NA","NA","NA"
"Eptesicus fuscus",6012,"NA","NA","NA","NA","NA","NA"
"Eptesicus sp.",6013,"NA","NA","NA","NA","NA","NA"
"Equidae",6014,"NA","NA","NA","NA","NA","NA"
"Equus achates",6015,"NA","NA","NA","NA","NA","NA"
"Equus bautistensis",6016,"NA","NA","NA","NA","NA","NA"
"Equus caballus",6017,"NA","NA","NA","NA","NA","NA"
"Equus calobatus",6018,"NA","NA","NA","NA","NA","NA"
"Equus complicatus",6019,"NA","NA","NA","NA","NA","NA"
"Equus conversidens",6020,"NA","NA","NA","NA","NA","NA"
"Equus cumminsii",6021,"NA","NA","NA","NA","NA","NA"
"Equus edensis",6022,"NA","NA","NA","NA","NA","NA"
"Equus enormis",6023,"NA","NA","NA","NA","NA","NA"
"Equus excelsus",6024,"NA","NA","NA","NA","NA","NA"
"Equus francisci",6025,"NA","NA","NA","NA","NA","NA"
"Equus fraternus",6026,"NA","NA","NA","NA","NA","NA"
"Equus giganteus",6027,"NA","NA","NA","NA","NA","NA"
"Equus hemionus",6028,"NA","NA","NA","NA","NA","NA"
"Equus idahoensis",6029,"NA","NA","NA","NA","NA","NA"
"Equus leidyi",6030,"NA","NA","NA","NA","NA","NA"
"Equus lambei",6031,"NA","NA","NA","NA","NA","NA"
"Equus mexicanus",6032,"NA","NA","NA","NA","NA","NA"
"Equus midlandensis",6033,"NA","NA","NA","NA","NA","NA"
"Equus niobrarensis",6034,"NA","NA","NA","NA","NA","NA"
"Equus occidentalis",6035,"NA","NA","NA","NA","NA","NA"
"Equus parastylidens",6036,"NA","NA","NA","NA","NA","NA"
"Equus pacificus",6037,"NA","NA","NA","NA","NA","NA"
"Equus quinni",6038,"NA","NA","NA","NA","NA","NA"
"Equus scotti",6039,"NA","NA","NA","NA","NA","NA"
